player_id,condition,round_index,correct_answer,independent_guess,revised_guess,neighbors_choice,score,difficulty,alter_1,alter_2,alter_3,in_degree,independent_error,revised_error,cumulative_score,increment,round_after_shock
0,dynamic_network_2,0,9,10,20,"[1, 4]",11.0,easy,2,5,,2,1,11,11.0,,0
0,dynamic_network_2,1,78,80,20,"[2, 5]",58.0,easy,1,4,,2,2,58,69.0,58.0,1
0,dynamic_network_2,2,91,85,32,"[1, 3]",59.0,easy,2,5,,2,6,59,128.0,59.0,2
0,dynamic_network_2,3,47,70,80,"[2, 4]",33.0,easy,1,3,,2,23,33,161.0,33.0,3
0,dynamic_network_2,4,8,5,12,"[1, 5]",4.0,easy,2,4,,2,3,4,165.0,4.0,4
0,dynamic_network_2,5,27,5,12,"[2, 3]",15.0,hard,1,5,,2,22,15,180.0,15.0,5
0,dynamic_network_2,6,58,10,60,"[1, 4]",2.000000000000007,hard,2,3,,2,48,2,182.0,2.0,6
0,dynamic_network_2,7,78,5,65,"[4, 3]",13.0,hard,1,4,,2,73,13,195.0,13.0,7
0,dynamic_network_2,8,3,90,25,"[2, 5]",22.0,hard,4,3,,2,87,22,217.0,22.0,8
0,dynamic_network_2,9,8,20,15,,7.0,hard,2,5,,2,12,7,224.0,7.0,9
1,dynamic_network_2,0,9,10,15,"[0, 3]",6.0,medium,0,2,,2,1,6,6.0,-218.0,0
1,dynamic_network_2,1,78,5,10,"[2, 5]",68.0,medium,0,3,,2,73,68,74.0,68.0,1
1,dynamic_network_2,2,91,85,40,"[0, 3]",51.0,medium,2,5,,2,6,51,125.0,51.0,2
1,dynamic_network_2,3,47,85,80,"[2, 5]",33.0,medium,0,3,,2,38,33,158.0,33.0,3
1,dynamic_network_2,4,8,10,10,"[2, 0]",2.0,medium,2,5,,2,2,2,160.0,2.0,4
1,dynamic_network_2,5,27,5,12,"[2, 5]",15.0,easy,2,0,,2,22,15,175.0,15.0,5
1,dynamic_network_2,6,58,85,55,"[5, 4]",2.999999999999993,easy,2,5,,2,27,3,178.0,3.0,6
1,dynamic_network_2,7,78,85,60,"[5, 4]",18.0,easy,5,4,,2,7,18,196.0,18.0,7
1,dynamic_network_2,8,3,5,30,"[2, 4]",27.0,easy,5,4,,2,2,27,223.0,27.0,8
1,dynamic_network_2,9,8,5,15,,7.0,easy,2,4,,2,3,7,230.0,7.0,9
2,dynamic_network_2,0,9,60,30,"[3, 5]",21.0,hard,3,5,,2,51,21,21.0,-209.0,0
2,dynamic_network_2,1,78,40,40,"[3, 5]",38.0,hard,3,5,,2,38,38,59.0,38.0,1
2,dynamic_network_2,2,91,30,32,"[3, 0]",59.0,hard,3,5,,2,61,59,118.0,59.0,2
2,dynamic_network_2,3,47,5,40,"[3, 1]",7.0,hard,3,0,,2,42,7,125.0,7.0,3
2,dynamic_network_2,4,8,35,12,"[3, 0]",4.0,hard,3,1,,2,27,4,129.0,4.0,4
2,dynamic_network_2,5,27,65,12,"[3, 1]",15.0,medium,3,0,,2,38,15,144.0,15.0,5
2,dynamic_network_2,6,58,40,50,"[3, 1]",7.999999999999993,medium,3,1,,2,18,8,152.0,8.0,6
2,dynamic_network_2,7,78,65,50,"[3, 0]",28.0,medium,3,1,,2,13,28,180.0,28.0,7
2,dynamic_network_2,8,3,10,20,"[3, 0]",17.0,medium,3,0,,2,7,17,197.0,17.0,8
2,dynamic_network_2,9,8,40,15,,7.0,medium,3,0,,2,32,7,204.0,7.0,9
3,dynamic_network_2,0,9,5,20,"[4, 1]",11.0,easy,4,0,,2,4,11,11.0,-193.0,0
3,dynamic_network_2,1,78,80,25,"[2, 5]",53.0,easy,4,1,,2,2,53,64.0,53.0,1
3,dynamic_network_2,2,91,85,32,"[1, 0]",59.0,easy,2,5,,2,6,59,123.0,59.0,2
3,dynamic_network_2,3,47,75,80,"[2, 4]",33.0,easy,1,0,,2,28,33,156.0,33.0,3
3,dynamic_network_2,4,8,5,12,"[5, 0]",4.0,easy,2,4,,2,3,4,160.0,4.0,4
3,dynamic_network_2,5,27,5,15,"[4, 1]",12.0,hard,5,0,,2,22,12,172.0,12.0,5
3,dynamic_network_2,6,58,30,50,"[0, 1]",7.999999999999993,hard,4,1,,2,28,8,180.0,8.0,6
3,dynamic_network_2,7,78,5,65,"[4, 5]",13.0,hard,0,1,,2,73,13,193.0,13.0,7
3,dynamic_network_2,8,3,80,30,"[1, 2]",27.0,hard,4,5,,2,77,27,220.0,27.0,8
3,dynamic_network_2,9,8,25,12,,4.0,hard,1,2,,2,17,4,224.0,4.0,9
4,dynamic_network_2,0,9,10,10,"[1, 2]",1.0,medium,1,2,,2,1,1,1.0,-223.0,0
4,dynamic_network_2,1,78,15,20,"[0, 2]",58.0,medium,1,2,,2,63,58,59.0,58.0,1
4,dynamic_network_2,2,91,85,25,"[1, 5]",66.0,medium,0,2,,2,6,66,125.0,66.0,2
4,dynamic_network_2,3,47,75,80,"[2, 5]",33.0,medium,1,5,,2,28,33,158.0,33.0,3
4,dynamic_network_2,4,8,10,10,"[0, 2]",2.0,medium,2,5,,2,2,2,160.0,2.0,4
4,dynamic_network_2,5,27,10,15,"[3, 5]",12.0,easy,0,2,,2,17,12,172.0,12.0,5
4,dynamic_network_2,6,58,80,65,"[0, 5]",7.000000000000007,easy,3,5,,2,22,7,179.0,7.0,6
4,dynamic_network_2,7,78,80,70,"[0, 5]",8.0,easy,0,5,,2,2,8,187.0,8.0,7
4,dynamic_network_2,8,3,5,25,"[0, 5]",22.0,easy,0,5,,2,2,22,209.0,22.0,8
4,dynamic_network_2,9,8,5,15,,7.0,easy,0,5,,2,3,7,216.0,7.0,9
5,dynamic_network_2,0,9,60,25,"[2, 3]",16.0,hard,4,3,,2,51,16,16.0,-200.0,0
5,dynamic_network_2,1,78,35,30,"[2, 1]",48.0,hard,2,3,,2,43,48,64.0,48.0,1
5,dynamic_network_2,2,91,15,25,"[1, 0]",66.0,hard,2,1,,2,76,66,130.0,66.0,2
5,dynamic_network_2,3,47,5,40,"[1, 3]",7.0,hard,1,0,,2,42,7,137.0,7.0,3
5,dynamic_network_2,4,8,45,15,"[0, 2]",7.0,hard,1,3,,2,37,7,144.0,7.0,4
5,dynamic_network_2,5,27,55,12,"[3, 1]",15.0,medium,0,2,,2,28,15,159.0,15.0,5
5,dynamic_network_2,6,58,35,55,"[0, 4]",2.999999999999993,medium,3,1,,2,23,3,162.0,3.0,6
5,dynamic_network_2,7,78,65,70,"[4, 3]",8.0,medium,0,4,,2,13,8,170.0,8.0,7
5,dynamic_network_2,8,3,5,30,"[1, 0]",27.0,medium,4,3,,2,2,27,197.0,27.0,8
5,dynamic_network_2,9,8,40,10,,2.0,medium,1,0,,2,32,2,199.0,2.0,9
