player_id,condition,round_index,correct_answer,independent_guess,revised_guess,neighbors_choice,score,difficulty,alter_1,alter_2,alter_3,in_degree,independent_error,revised_error,cumulative_score,increment,round_after_shock
0,solo_self_feedback,0,9,10,,,1.0,easy,2,5,,2,1,,1.0,,0
0,solo_self_feedback,1,78,85,,,7.0,easy,2,5,,2,7,,8.0,7.0,1
0,solo_self_feedback,2,91,85,,,6.0,easy,2,5,,2,6,,14.0,6.0,2
0,solo_self_feedback,3,47,80,,,33.0,easy,2,5,,2,33,,47.0,33.0,3
0,solo_self_feedback,4,8,15,,,7.0,easy,2,5,,2,7,,54.0,7.0,4
0,solo_self_feedback,5,27,5,,,22.0,hard,2,5,,2,22,,76.0,22.0,5
0,solo_self_feedback,6,58,40,,,17.999999999999993,hard,2,5,,2,18,,94.0,18.0,6
0,solo_self_feedback,7,78,20,,,58.0,hard,2,5,,2,58,,152.0,58.0,7
0,solo_self_feedback,8,3,90,,,87.0,hard,2,5,,2,87,,239.0,87.0,8
0,solo_self_feedback,9,8,10,,,2.0,hard,2,5,,2,2,,241.0,2.0,9
1,solo_self_feedback,0,9,10,,,1.0,medium,0,2,,2,1,,1.0,-240.0,0
1,solo_self_feedback,1,78,40,,,38.0,medium,0,2,,2,38,,39.0,38.0,1
1,solo_self_feedback,2,91,85,,,6.0,medium,0,2,,2,6,,45.0,6.0,2
1,solo_self_feedback,3,47,75,,,28.0,medium,0,2,,2,28,,73.0,28.0,3
1,solo_self_feedback,4,8,20,,,12.0,medium,0,2,,2,12,,85.0,12.0,4
1,solo_self_feedback,5,27,10,,,17.0,easy,0,2,,2,17,,102.0,17.0,5
1,solo_self_feedback,6,58,85,,,27.000000000000007,easy,0,2,,2,27,,129.0,27.0,6
1,solo_self_feedback,7,78,80,,,2.0,easy,0,2,,2,2,,131.0,2.0,7
1,solo_self_feedback,8,3,15,,,12.0,easy,0,2,,2,12,,143.0,12.0,8
1,solo_self_feedback,9,8,5,,,3.0,easy,0,2,,2,3,,146.0,3.0,9
2,solo_self_feedback,0,9,60,,,51.0,hard,3,5,,2,51,,51.0,-95.0,0
2,solo_self_feedback,1,78,80,,,2.0,hard,3,5,,2,2,,53.0,2.0,1
2,solo_self_feedback,2,91,50,,,41.0,hard,3,5,,2,41,,94.0,41.0,2
2,solo_self_feedback,3,47,5,,,42.0,hard,3,5,,2,42,,136.0,42.0,3
2,solo_self_feedback,4,8,75,,,67.0,hard,3,5,,2,67,,203.0,67.0,4
2,solo_self_feedback,5,27,70,,,43.0,medium,3,5,,2,43,,246.0,43.0,5
2,solo_self_feedback,6,58,30,,,27.999999999999993,medium,3,5,,2,28,,274.0,28.0,6
2,solo_self_feedback,7,78,70,,,8.0,medium,3,5,,2,8,,282.0,8.0,7
2,solo_self_feedback,8,3,10,,,7.0,medium,3,5,,2,7,,289.0,7.0,8
2,solo_self_feedback,9,8,40,,,32.0,medium,3,5,,2,32,,321.0,32.0,9
3,solo_self_feedback,0,9,5,,,4.0,easy,4,0,,2,4,,4.0,-317.0,0
3,solo_self_feedback,1,78,85,,,7.0,easy,4,0,,2,7,,11.0,7.0,1
3,solo_self_feedback,2,91,80,,,11.0,easy,4,0,,2,11,,22.0,11.0,2
3,solo_self_feedback,3,47,85,,,38.0,easy,4,0,,2,38,,60.0,38.0,3
3,solo_self_feedback,4,8,10,,,2.0,easy,4,0,,2,2,,62.0,2.0,4
3,solo_self_feedback,5,27,5,,,22.0,hard,4,0,,2,22,,84.0,22.0,5
3,solo_self_feedback,6,58,30,,,27.999999999999993,hard,4,0,,2,28,,112.0,28.0,6
3,solo_self_feedback,7,78,5,,,73.0,hard,4,0,,2,73,,185.0,73.0,7
3,solo_self_feedback,8,3,90,,,87.0,hard,4,0,,2,87,,272.0,87.0,8
3,solo_self_feedback,9,8,25,,,17.0,hard,4,0,,2,17,,289.0,17.0,9
4,solo_self_feedback,0,9,20,,,11.0,medium,1,2,,2,11,,11.0,-278.0,0
4,solo_self_feedback,1,78,10,,,68.0,medium,1,2,,2,68,,79.0,68.0,1
4,solo_self_feedback,2,91,85,,,6.0,medium,1,2,,2,6,,85.0,6.0,2
4,solo_self_feedback,3,47,80,,,33.0,medium,1,2,,2,33,,118.0,33.0,3
4,solo_self_feedback,4,8,15,,,7.0,medium,1,2,,2,7,,125.0,7.0,4
4,solo_self_feedback,5,27,5,,,22.0,easy,1,2,,2,22,,147.0,22.0,5
4,solo_self_feedback,6,58,85,,,27.000000000000007,easy,1,2,,2,27,,174.0,27.0,6
4,solo_self_feedback,7,78,80,,,2.0,easy,1,2,,2,2,,176.0,2.0,7
4,solo_self_feedback,8,3,10,,,7.0,easy,1,2,,2,7,,183.0,7.0,8
4,solo_self_feedback,9,8,5,,,3.0,easy,1,2,,2,3,,186.0,3.0,9
5,solo_self_feedback,0,9,60,,,51.0,hard,4,3,,2,51,,51.0,-135.0,0
5,solo_self_feedback,1,78,30,,,48.0,hard,4,3,,2,48,,99.0,48.0,1
5,solo_self_feedback,2,91,80,,,11.0,hard,4,3,,2,11,,110.0,11.0,2
5,solo_self_feedback,3,47,5,,,42.0,hard,4,3,,2,42,,152.0,42.0,3
5,solo_self_feedback,4,8,55,,,47.0,hard,4,3,,2,47,,199.0,47.0,4
5,solo_self_feedback,5,27,75,,,48.0,medium,4,3,,2,48,,247.0,48.0,5
5,solo_self_feedback,6,58,30,,,27.999999999999993,medium,4,3,,2,28,,275.0,28.0,6
5,solo_self_feedback,7,78,70,,,8.0,medium,4,3,,2,8,,283.0,8.0,7
5,solo_self_feedback,8,3,10,,,7.0,medium,4,3,,2,7,,290.0,7.0,8
5,solo_self_feedback,9,8,20,,,12.0,medium,4,3,,2,12,,302.0,12.0,9
