player_id,condition,round_index,correct_answer,independent_guess,revised_guess,neighbors_choice,score,difficulty,alter_1,alter_2,alter_3,in_degree,independent_error,revised_error,cumulative_score,increment,round_after_shock
0,solo_self_feedback_2,0,9,5,,,4.0,easy,2,5,,2,4,,4.0,,0
0,solo_self_feedback_2,1,78,85,,,7.0,easy,2,5,,2,7,,11.0,7.0,1
0,solo_self_feedback_2,2,91,85,,,6.0,easy,2,5,,2,6,,17.0,6.0,2
0,solo_self_feedback_2,3,47,75,,,28.0,easy,2,5,,2,28,,45.0,28.0,3
0,solo_self_feedback_2,4,8,10,,,2.0,easy,2,5,,2,2,,47.0,2.0,4
0,solo_self_feedback_2,5,27,10,,,17.0,hard,2,5,,2,17,,64.0,17.0,5
0,solo_self_feedback_2,6,58,30,,,27.999999999999993,hard,2,5,,2,28,,92.0,28.0,6
0,solo_self_feedback_2,7,78,5,,,73.0,hard,2,5,,2,73,,165.0,73.0,7
0,solo_self_feedback_2,8,3,90,,,87.0,hard,2,5,,2,87,,252.0,87.0,8
0,solo_self_feedback_2,9,8,25,,,17.0,hard,2,5,,2,17,,269.0,17.0,9
1,solo_self_feedback_2,0,9,10,,,1.0,medium,0,2,,2,1,,1.0,-268.0,0
1,solo_self_feedback_2,1,78,15,,,63.0,medium,0,2,,2,63,,64.0,63.0,1
1,solo_self_feedback_2,2,91,85,,,6.0,medium,0,2,,2,6,,70.0,6.0,2
1,solo_self_feedback_2,3,47,75,,,28.0,medium,0,2,,2,28,,98.0,28.0,3
1,solo_self_feedback_2,4,8,25,,,17.0,medium,0,2,,2,17,,115.0,17.0,4
1,solo_self_feedback_2,5,27,5,,,22.0,easy,0,2,,2,22,,137.0,22.0,5
1,solo_self_feedback_2,6,58,85,,,27.000000000000007,easy,0,2,,2,27,,164.0,27.0,6
1,solo_self_feedback_2,7,78,80,,,2.0,easy,0,2,,2,2,,166.0,2.0,7
1,solo_self_feedback_2,8,3,10,,,7.0,easy,0,2,,2,7,,173.0,7.0,8
1,solo_self_feedback_2,9,8,5,,,3.0,easy,0,2,,2,3,,176.0,3.0,9
2,solo_self_feedback_2,0,9,60,,,51.0,hard,3,5,,2,51,,51.0,-125.0,0
2,solo_self_feedback_2,1,78,40,,,38.0,hard,3,5,,2,38,,89.0,38.0,1
2,solo_self_feedback_2,2,91,65,,,26.0,hard,3,5,,2,26,,115.0,26.0,2
2,solo_self_feedback_2,3,47,5,,,42.0,hard,3,5,,2,42,,157.0,42.0,3
2,solo_self_feedback_2,4,8,55,,,47.0,hard,3,5,,2,47,,204.0,47.0,4
2,solo_self_feedback_2,5,27,75,,,48.0,medium,3,5,,2,48,,252.0,48.0,5
