player_id,condition,round_index,correct_answer,independent_guess,revised_guess,neighbors_choice,score,difficulty,alter_1,alter_2,alter_3,in_degree,independent_error,revised_error,cumulative_score,increment,round_after_shock
0,static_network_2,0,9,5,12,,3.0,easy,2,5,,2,4,3,3.0,,0
0,static_network_2,1,78,75,15,,63.0,easy,2,5,,2,3,63,66.0,63.0,1
0,static_network_2,2,91,80,80,,11.0,easy,2,5,,2,11,11,77.0,11.0,2
0,static_network_2,3,47,70,25,,22.0,easy,2,5,,2,23,22,99.0,22.0,3
0,static_network_2,4,8,5,11,,3.0,easy,2,5,,2,3,3,102.0,3.0,4
0,static_network_2,5,27,8,7,,20.0,hard,2,5,,2,19,20,122.0,20.0,5
0,static_network_2,6,58,10,40,,17.999999999999993,hard,2,5,,2,48,18,140.0,18.0,6
0,static_network_2,7,78,5,60,,18.0,hard,2,5,,2,73,18,158.0,18.0,7
0,static_network_2,8,3,85,22,,19.0,hard,2,5,,2,82,19,177.0,19.0,8
0,static_network_2,9,8,10,10,,2.0,hard,2,5,,2,2,2,179.0,2.0,9
1,static_network_2,0,9,10,15,,6.0,medium,0,2,,2,1,6,6.0,-173.0,0
1,static_network_2,1,78,5,15,,63.0,medium,0,2,,2,73,63,69.0,63.0,1
1,static_network_2,2,91,85,75,,16.0,medium,0,2,,2,6,16,85.0,16.0,2
1,static_network_2,3,47,40,12,,35.0,medium,0,2,,2,7,35,120.0,35.0,3
1,static_network_2,4,8,20,12,,4.0,medium,0,2,,2,12,4,124.0,4.0,4
1,static_network_2,5,27,5,15,,12.0,easy,0,2,,2,22,12,136.0,12.0,5
1,static_network_2,6,58,75,30,,27.999999999999993,easy,0,2,,2,17,28,164.0,28.0,6
1,static_network_2,7,78,80,50,,28.0,easy,0,2,,2,2,28,192.0,28.0,7
1,static_network_2,8,3,5,20,,17.0,easy,0,2,,2,2,17,209.0,17.0,8
1,static_network_2,9,8,5,15,,7.0,easy,0,2,,2,3,7,216.0,7.0,9
2,static_network_2,0,9,60,10,,1.0,hard,3,5,,2,51,1,1.0,-215.0,0
2,static_network_2,1,78,30,15,,63.0,hard,3,5,,2,48,63,64.0,63.0,1
2,static_network_2,2,91,40,80,,11.0,hard,3,5,,2,51,11,75.0,11.0,2
2,static_network_2,3,47,5,25,,22.0,hard,3,5,,2,42,22,97.0,22.0,3
2,static_network_2,4,8,30,11,,3.0,hard,3,5,,2,22,3,100.0,3.0,4
2,static_network_2,5,27,35,5,,22.0,medium,3,5,,2,8,22,122.0,22.0,5
2,static_network_2,6,58,25,40,,17.999999999999993,medium,3,5,,2,33,18,140.0,18.0,6
2,static_network_2,7,78,60,60,,18.0,medium,3,5,,2,18,18,158.0,18.0,7
2,static_network_2,8,3,15,30,,27.0,medium,3,5,,2,12,27,185.0,27.0,8
2,static_network_2,9,8,25,6,,2.0,medium,3,5,,2,17,2,187.0,2.0,9
3,static_network_2,0,9,5,15,,6.0,easy,4,0,,2,4,6,6.0,-181.0,0
3,static_network_2,1,78,80,30,,48.0,easy,4,0,,2,2,48,54.0,48.0,1
3,static_network_2,2,91,80,80,,11.0,easy,4,0,,2,11,11,65.0,11.0,2
3,static_network_2,3,47,85,40,,7.0,easy,4,0,,2,38,7,72.0,7.0,3
3,static_network_2,4,8,10,17,,9.0,easy,4,0,,2,2,9,81.0,9.0,4
3,static_network_2,5,27,5,10,,17.0,hard,4,0,,2,22,17,98.0,17.0,5
3,static_network_2,6,58,25,40,,17.999999999999993,hard,4,0,,2,33,18,116.0,18.0,6
3,static_network_2,7,78,30,55,,23.0,hard,4,0,,2,48,23,139.0,23.0,7
