player_id,condition,round_index,correct_answer,independent_guess,revised_guess,neighbors_choice,score,difficulty,alter_1,alter_2,alter_3,in_degree,independent_error,revised_error,cumulative_score,increment,round_after_shock
0,dynamic_network_2,0,9,5,20,"[1, 5]",11.0,easy,2,5,,2,4,11,11.0,,0
0,dynamic_network_2,1,78,85,50,"[1, 2]",28.0,easy,1,5,,2,7,28,39.0,28.0,1
0,dynamic_network_2,2,91,85,85,"[1, 3]",6.0,easy,1,2,,2,6,6,45.0,6.0,2
0,dynamic_network_2,3,47,75,45,"[2, 3]",2.0,easy,1,3,,2,28,2,47.0,2.0,3
0,dynamic_network_2,4,8,10,20,"[4, 5]",12.0,easy,2,3,,2,2,12,59.0,12.0,4
0,dynamic_network_2,5,27,5,15,"[1, 2]",12.0,hard,4,5,,2,22,12,71.0,12.0,5
0,dynamic_network_2,6,58,15,25,"[2, 4]",32.99999999999999,hard,1,2,,2,43,33,104.0,33.0,6
0,dynamic_network_2,7,78,10,65,"[3, 5]",13.0,hard,2,4,,2,68,13,117.0,13.0,7
0,dynamic_network_2,8,3,80,20,"[1, 4]",17.0,hard,3,5,,2,77,17,134.0,17.0,8
0,dynamic_network_2,9,8,15,15,,7.0,hard,1,4,,2,7,7,141.0,7.0,9
1,dynamic_network_2,0,9,20,10,"[0, 2]",1.0,medium,0,2,,2,11,1,1.0,-140.0,0
1,dynamic_network_2,1,78,15,50,"[0, 3]",28.0,medium,0,2,,2,63,28,29.0,28.0,1
1,dynamic_network_2,2,91,85,85,"[2, 5]",6.0,medium,0,3,,2,6,6,35.0,6.0,2
1,dynamic_network_2,3,47,60,40,"[2, 4]",7.0,medium,2,5,,2,13,7,42.0,7.0,3
1,dynamic_network_2,4,8,15,17,"[2, 3]",9.0,medium,2,4,,2,7,9,51.0,9.0,4
1,dynamic_network_2,5,27,10,25,"[2, 0]",2.0,easy,2,3,,2,17,2,53.0,2.0,5
1,dynamic_network_2,6,58,85,25,"[2, 0]",32.99999999999999,easy,2,0,,2,27,33,86.0,33.0,6
1,dynamic_network_2,7,78,85,65,"[3, 0]",13.0,easy,2,0,,2,7,13,99.0,13.0,7
1,dynamic_network_2,8,3,5,20,"[4, 3]",17.0,easy,3,0,,2,2,17,116.0,17.0,8
1,dynamic_network_2,9,8,5,15,,7.0,easy,4,3,,2,3,7,123.0,7.0,9
2,dynamic_network_2,0,9,60,30,"[3, 0]",21.0,hard,3,5,,2,51,21,21.0,-102.0,0
2,dynamic_network_2,1,78,40,55,"[1, 0]",23.0,hard,3,0,,2,38,23,44.0,23.0,1
2,dynamic_network_2,2,91,30,85,"[3, 4]",6.0,hard,1,0,,2,61,6,50.0,6.0,2
2,dynamic_network_2,3,47,10,55,"[0, 1]",8.0,hard,3,4,,2,37,8,58.0,8.0,3
2,dynamic_network_2,4,8,60,20,"[1, 5]",12.0,hard,0,1,,2,52,12,70.0,12.0,4
2,dynamic_network_2,5,27,60,20,"[0, 3]",7.0,medium,1,5,,2,33,7,77.0,7.0,5
2,dynamic_network_2,6,58,40,30,"[1, 0]",27.999999999999993,medium,0,3,,2,18,28,105.0,28.0,6
2,dynamic_network_2,7,78,70,60,"[3, 5]",18.0,medium,1,0,,2,8,18,123.0,18.0,7
2,dynamic_network_2,8,3,15,20,"[0, 4]",17.0,medium,3,5,,2,12,17,140.0,17.0,8
2,dynamic_network_2,9,8,40,10,,2.0,medium,0,4,,2,32,2,142.0,2.0,9
3,dynamic_network_2,0,9,10,15,"[0, 4]",6.0,easy,4,0,,2,1,6,6.0,-136.0,0
3,dynamic_network_2,1,78,80,40,"[0, 1]",38.0,easy,0,4,,2,2,38,44.0,38.0,1
3,dynamic_network_2,2,91,85,85,"[2, 4]",6.0,easy,0,1,,2,6,6,50.0,6.0,2
3,dynamic_network_2,3,47,75,65,"[0, 1]",18.0,easy,2,4,,2,28,18,68.0,18.0,3
