player_id,condition,round_index,correct_answer,independent_guess,revised_guess,neighbors_choice,score,difficulty,alter_1,alter_2,alter_3,in_degree,independent_error,revised_error,cumulative_score,increment,round_after_shock
0,static_network_2,0,9,0,20,,11.0,easy,2,5,,2,9,11,11.0,,0
0,static_network_2,1,78,85,25,,53.0,easy,2,5,,2,7,53,64.0,53.0,1
0,static_network_2,2,91,85,83,,8.0,easy,2,5,,2,6,8,72.0,8.0,2
0,static_network_2,3,47,40,30,,17.0,easy,2,5,,2,7,17,89.0,17.0,3
0,static_network_2,4,8,10,15,,7.0,easy,2,5,,2,2,7,96.0,7.0,4
0,static_network_2,5,27,5,15,,12.0,hard,2,5,,2,22,12,108.0,12.0,5
0,static_network_2,6,58,25,45,,12.999999999999993,hard,2,5,,2,33,13,121.0,13.0,6
0,static_network_2,7,78,10,65,,13.0,hard,2,5,,2,68,13,134.0,13.0,7
0,static_network_2,8,3,80,10,,7.0,hard,2,5,,2,77,7,141.0,7.0,8
0,static_network_2,9,8,30,15,,7.0,hard,2,5,,2,22,7,148.0,7.0,9
1,static_network_2,0,9,10,25,,16.0,medium,0,2,,2,1,16,16.0,-132.0,0
1,static_network_2,1,78,10,15,,63.0,medium,0,2,,2,68,63,79.0,63.0,1
1,static_network_2,2,91,90,80,,11.0,medium,0,2,,2,1,11,90.0,11.0,2
1,static_network_2,3,47,40,25,,22.0,medium,0,2,,2,7,22,112.0,22.0,3
1,static_network_2,4,8,5,25,,17.0,medium,0,2,,2,3,17,129.0,17.0,4
1,static_network_2,5,27,5,15,,12.0,easy,0,2,,2,22,12,141.0,12.0,5
1,static_network_2,6,58,85,55,,2.999999999999993,easy,0,2,,2,27,3,144.0,3.0,6
1,static_network_2,7,78,85,75,,3.0,easy,0,2,,2,7,3,147.0,3.0,7
1,static_network_2,8,3,5,8,,5.0,easy,0,2,,2,2,5,152.0,5.0,8
1,static_network_2,9,8,5,20,,12.0,easy,0,2,,2,3,12,164.0,12.0,9
2,static_network_2,0,9,65,20,,11.0,hard,3,5,,2,56,11,11.0,-153.0,0
2,static_network_2,1,78,55,30,,48.0,hard,3,5,,2,23,48,59.0,48.0,1
2,static_network_2,2,91,60,85,,6.0,hard,3,5,,2,31,6,65.0,6.0,2
2,static_network_2,3,47,5,30,,17.0,hard,3,5,,2,42,17,82.0,17.0,3
2,static_network_2,4,8,40,18,,10.0,hard,3,5,,2,32,10,92.0,10.0,4
2,static_network_2,5,27,55,15,,12.0,medium,3,5,,2,28,12,104.0,12.0,5
2,static_network_2,6,58,35,45,,12.999999999999993,medium,3,5,,2,23,13,117.0,13.0,6
