player_id,condition,round_index,correct_answer,independent_guess,revised_guess,neighbors_choice,score,difficulty,alter_1,alter_2,alter_3,in_degree,independent_error,revised_error,cumulative_score,increment,round_after_shock
0,static_network,0,9,0,28,,19.0,easy,2,5,,2,9,19,19.0,,0
0,static_network,1,78,70,15,,63.0,easy,2,5,,2,8,63,82.0,63.0,1
0,static_network,2,91,85,70,,21.0,easy,2,5,,2,6,21,103.0,21.0,2
0,static_network,3,47,70,15,,32.0,easy,2,5,,2,23,32,135.0,32.0,3
0,static_network,4,8,5,5,,3.0,easy,2,5,,2,3,3,138.0,3.0,4
0,static_network,5,27,5,5,,22.0,hard,2,5,,2,22,22,160.0,22.0,5
0,static_network,6,58,40,60,,2.000000000000007,hard,2,5,,2,18,2,162.0,2.0,6
0,static_network,7,78,5,60,,18.0,hard,2,5,,2,73,18,180.0,18.0,7
0,static_network,8,3,85,20,,17.0,hard,2,5,,2,82,17,197.0,17.0,8
0,static_network,9,8,10,10,,2.0,hard,2,5,,2,2,2,199.0,2.0,9
1,static_network,0,9,10,25,,16.0,medium,0,2,,2,1,16,16.0,-183.0,0
1,static_network,1,78,10,30,,48.0,medium,0,2,,2,68,48,64.0,48.0,1
1,static_network,2,91,90,60,,31.0,medium,0,2,,2,1,31,95.0,31.0,2
1,static_network,3,47,80,15,,32.0,medium,0,2,,2,33,32,127.0,32.0,3
1,static_network,4,8,5,10,,2.0,medium,0,2,,2,3,2,129.0,2.0,4
1,static_network,5,27,10,10,,17.0,easy,0,2,,2,17,17,146.0,17.0,5
1,static_network,6,58,85,55,,2.999999999999993,easy,0,2,,2,27,3,149.0,3.0,6
1,static_network,7,78,85,60,,18.0,easy,0,2,,2,7,18,167.0,18.0,7
1,static_network,8,3,5,20,,17.0,easy,0,2,,2,2,17,184.0,17.0,8
1,static_network,9,8,5,15,,7.0,easy,0,2,,2,3,7,191.0,7.0,9
2,static_network,0,9,50,15,,6.0,hard,3,5,,2,41,6,6.0,-185.0,0
2,static_network,1,78,30,15,,63.0,hard,3,5,,2,48,63,69.0,63.0,1
2,static_network,2,91,40,75,,16.0,hard,3,5,,2,51,16,85.0,16.0,2
2,static_network,3,47,0,10,,37.0,hard,3,5,,2,47,37,122.0,37.0,3
2,static_network,4,8,40,3,,5.0,hard,3,5,,2,32,5,127.0,5.0,4
2,static_network,5,27,65,10,,17.0,medium,3,5,,2,38,17,144.0,17.0,5
2,static_network,6,58,40,65,,7.000000000000007,medium,3,5,,2,18,7,151.0,7.0,6
2,static_network,7,78,55,62,,16.0,medium,3,5,,2,23,16,167.0,16.0,7
2,static_network,8,3,5,10,,7.0,medium,3,5,,2,2,7,174.0,7.0,8
2,static_network,9,8,40,12,,4.0,medium,3,5,,2,32,4,178.0,4.0,9
3,static_network,0,9,5,10,,1.0,easy,4,0,,2,4,1,1.0,-177.0,0
3,static_network,1,78,85,20,,58.0,easy,4,0,,2,7,58,59.0,58.0,1
3,static_network,2,91,85,80,,11.0,easy,4,0,,2,6,11,70.0,11.0,2
3,static_network,3,47,70,40,,7.0,easy,4,0,,2,23,7,77.0,7.0,3
3,static_network,4,8,5,8,,0.0,easy,4,0,,2,3,0,77.0,0.0,4
3,static_network,5,27,5,15,,12.0,hard,4,0,,2,22,12,89.0,12.0,5
3,static_network,6,58,30,60,,2.000000000000007,hard,4,0,,2,28,2,91.0,2.0,6
3,static_network,7,78,30,70,,8.0,hard,4,0,,2,48,8,99.0,8.0,7
3,static_network,8,3,75,10,,7.0,hard,4,0,,2,72,7,106.0,7.0,8
3,static_network,9,8,30,15,,7.0,hard,4,0,,2,22,7,113.0,7.0,9
4,static_network,0,9,10,15,,6.0,medium,1,2,,2,1,6,6.0,-107.0,0
4,static_network,1,78,5,20,,58.0,medium,1,2,,2,73,58,64.0,58.0,1
4,static_network,2,91,85,75,,16.0,medium,1,2,,2,6,16,80.0,16.0,2
4,static_network,3,47,70,50,,3.0,medium,1,2,,2,23,3,83.0,3.0,3
4,static_network,4,8,10,10,,2.0,medium,1,2,,2,2,2,85.0,2.0,4
4,static_network,5,27,5,10,,17.0,easy,1,2,,2,22,17,102.0,17.0,5
4,static_network,6,58,75,55,,2.999999999999993,easy,1,2,,2,17,3,105.0,3.0,6
4,static_network,7,78,80,65,,13.0,easy,1,2,,2,2,13,118.0,13.0,7
4,static_network,8,3,10,10,,7.0,easy,1,2,,2,7,7,125.0,7.0,8
4,static_network,9,8,5,15,,7.0,easy,1,2,,2,3,7,132.0,7.0,9
5,static_network,0,9,70,15,,6.0,hard,4,3,,2,61,6,6.0,-126.0,0
5,static_network,1,78,30,15,,63.0,hard,4,3,,2,48,63,69.0,63.0,1
5,static_network,2,91,55,75,,16.0,hard,4,3,,2,36,16,85.0,16.0,2
5,static_network,3,47,5,40,,7.0,hard,4,3,,2,42,7,92.0,7.0,3
5,static_network,4,8,10,5,,3.0,hard,4,3,,2,2,3,95.0,3.0,4
5,static_network,5,27,50,15,,12.0,medium,4,3,,2,23,12,107.0,12.0,5
5,static_network,6,58,45,65,,7.000000000000007,medium,4,3,,2,13,7,114.0,7.0,6
5,static_network,7,78,70,70,,8.0,medium,4,3,,2,8,8,122.0,8.0,7
5,static_network,8,3,10,5,,2.0,medium,4,3,,2,7,2,124.0,2.0,8
5,static_network,9,8,40,15,,7.0,medium,4,3,,2,32,7,131.0,7.0,9
