player_id,condition,round_index,correct_answer,independent_guess,revised_guess,neighbors_choice,score,difficulty,alter_1,alter_2,alter_3,in_degree,independent_error,revised_error,cumulative_score,increment,round_after_shock
0,solo_self_feedback,0,9,0,,,9.0,easy,2,5,,2,9,,9.0,,0
0,solo_self_feedback,1,78,70,,,8.0,easy,2,5,,2,8,,17.0,8.0,1
0,solo_self_feedback,2,91,80,,,11.0,easy,2,5,,2,11,,28.0,11.0,2
0,solo_self_feedback,3,47,85,,,38.0,easy,2,5,,2,38,,66.0,38.0,3
0,solo_self_feedback,4,8,10,,,2.0,easy,2,5,,2,2,,68.0,2.0,4
0,solo_self_feedback,5,27,5,,,22.0,hard,2,5,,2,22,,90.0,22.0,5
0,solo_self_feedback,6,58,40,,,17.999999999999993,hard,2,5,,2,18,,108.0,18.0,6
0,solo_self_feedback,7,78,10,,,68.0,hard,2,5,,2,68,,176.0,68.0,7
0,solo_self_feedback,8,3,85,,,82.0,hard,2,5,,2,82,,258.0,82.0,8
0,solo_self_feedback,9,8,30,,,22.0,hard,2,5,,2,22,,280.0,22.0,9
1,solo_self_feedback,0,9,10,,,1.0,medium,0,2,,2,1,,1.0,-279.0,0
1,solo_self_feedback,1,78,15,,,63.0,medium,0,2,,2,63,,64.0,63.0,1
1,solo_self_feedback,2,91,85,,,6.0,medium,0,2,,2,6,,70.0,6.0,2
1,solo_self_feedback,3,47,75,,,28.0,medium,0,2,,2,28,,98.0,28.0,3
1,solo_self_feedback,4,8,20,,,12.0,medium,0,2,,2,12,,110.0,12.0,4
1,solo_self_feedback,5,27,25,,,2.0,easy,0,2,,2,2,,112.0,2.0,5
1,solo_self_feedback,6,58,85,,,27.000000000000007,easy,0,2,,2,27,,139.0,27.0,6
1,solo_self_feedback,7,78,80,,,2.0,easy,0,2,,2,2,,141.0,2.0,7
1,solo_self_feedback,8,3,15,,,12.0,easy,0,2,,2,12,,153.0,12.0,8
1,solo_self_feedback,9,8,5,,,3.0,easy,0,2,,2,3,,156.0,3.0,9
2,solo_self_feedback,0,9,40,,,31.0,hard,3,5,,2,31,,31.0,-125.0,0
2,solo_self_feedback,1,78,20,,,58.0,hard,3,5,,2,58,,89.0,58.0,1
2,solo_self_feedback,2,91,80,,,11.0,hard,3,5,,2,11,,100.0,11.0,2
2,solo_self_feedback,3,47,5,,,42.0,hard,3,5,,2,42,,142.0,42.0,3
2,solo_self_feedback,4,8,55,,,47.0,hard,3,5,,2,47,,189.0,47.0,4
2,solo_self_feedback,5,27,65,,,38.0,medium,3,5,,2,38,,227.0,38.0,5
2,solo_self_feedback,6,58,30,,,27.999999999999993,medium,3,5,,2,28,,255.0,28.0,6
2,solo_self_feedback,7,78,75,,,3.0,medium,3,5,,2,3,,258.0,3.0,7
2,solo_self_feedback,8,3,20,,,17.0,medium,3,5,,2,17,,275.0,17.0,8
2,solo_self_feedback,9,8,60,,,52.0,medium,3,5,,2,52,,327.0,52.0,9
3,solo_self_feedback,0,9,0,,,9.0,easy,4,0,,2,9,,9.0,-318.0,0
3,solo_self_feedback,1,78,85,,,7.0,easy,4,0,,2,7,,16.0,7.0,1
3,solo_self_feedback,2,91,85,,,6.0,easy,4,0,,2,6,,22.0,6.0,2
3,solo_self_feedback,3,47,75,,,28.0,easy,4,0,,2,28,,50.0,28.0,3
3,solo_self_feedback,4,8,10,,,2.0,easy,4,0,,2,2,,52.0,2.0,4
3,solo_self_feedback,5,27,10,,,17.0,hard,4,0,,2,17,,69.0,17.0,5
3,solo_self_feedback,6,58,50,,,7.999999999999993,hard,4,0,,2,8,,77.0,8.0,6
3,solo_self_feedback,7,78,25,,,53.0,hard,4,0,,2,53,,130.0,53.0,7
3,solo_self_feedback,8,3,80,,,77.0,hard,4,0,,2,77,,207.0,77.0,8
3,solo_self_feedback,9,8,25,,,17.0,hard,4,0,,2,17,,224.0,17.0,9
4,solo_self_feedback,0,9,20,,,11.0,medium,1,2,,2,11,,11.0,-213.0,0
4,solo_self_feedback,1,78,10,,,68.0,medium,1,2,,2,68,,79.0,68.0,1
4,solo_self_feedback,2,91,85,,,6.0,medium,1,2,,2,6,,85.0,6.0,2
4,solo_self_feedback,3,47,70,,,23.0,medium,1,2,,2,23,,108.0,23.0,3
4,solo_self_feedback,4,8,25,,,17.0,medium,1,2,,2,17,,125.0,17.0,4
4,solo_self_feedback,5,27,10,,,17.0,easy,1,2,,2,17,,142.0,17.0,5
4,solo_self_feedback,6,58,85,,,27.000000000000007,easy,1,2,,2,27,,169.0,27.0,6
4,solo_self_feedback,7,78,75,,,3.0,easy,1,2,,2,3,,172.0,3.0,7
4,solo_self_feedback,8,3,5,,,2.0,easy,1,2,,2,2,,174.0,2.0,8
4,solo_self_feedback,9,8,5,,,3.0,easy,1,2,,2,3,,177.0,3.0,9
5,solo_self_feedback,0,9,60,,,51.0,hard,4,3,,2,51,,51.0,-126.0,0
5,solo_self_feedback,1,78,40,,,38.0,hard,4,3,,2,38,,89.0,38.0,1
5,solo_self_feedback,2,91,70,,,21.0,hard,4,3,,2,21,,110.0,21.0,2
5,solo_self_feedback,3,47,10,,,37.0,hard,4,3,,2,37,,147.0,37.0,3
5,solo_self_feedback,4,8,50,,,42.0,hard,4,3,,2,42,,189.0,42.0,4
5,solo_self_feedback,5,27,60,,,33.0,medium,4,3,,2,33,,222.0,33.0,5
5,solo_self_feedback,6,58,45,,,12.999999999999993,medium,4,3,,2,13,,235.0,13.0,6
5,solo_self_feedback,7,78,70,,,8.0,medium,4,3,,2,8,,243.0,8.0,7
5,solo_self_feedback,8,3,10,,,7.0,medium,4,3,,2,7,,250.0,7.0,8
5,solo_self_feedback,9,8,40,,,32.0,medium,4,3,,2,32,,282.0,32.0,9
